project_id,category,contractor,starting_date,plan_end_date,actual_end_date,budget,actual_cost,delay_days,cost_overrun_saving,cost_overrun_saving_percentage
P0661,Residential,IJM,2024-02-14,2025-06-27,2025-10-06,142671408,142671408,101,0,0
P0662,Residential,Sunway,2022-09-14,2024-04-27,2024-04-27,47642217,47642217,0,0,0
P0663,Industrial,UEM,2023-01-27,2025-01-05,2025-01-05,80551311,80551311,0,0,0
P0664,Residential,Unknown,2022-10-28,2024-06-18,2024-06-18,75240237,89033168,0,13792931,0.183318548026371
P0665,Commercial,Unknown,2022-05-02,2023-08-27,2023-08-27,106022076,96755045,0,-9267031,-0.0874066170898219
P0666,Industrial,Sunway,2023-03-18,2023-10-31,2024-01-28,166861603,166861603,89,0,0
P0667,Infrastructure,SP Setia,2023-06-03,2023-10-28,2023-10-28,137792638,137792638,0,0,0
P0668,Infrastructure,Unknown,2022-03-04,2022-06-30,2022-06-30,39412904,39412904,0,0,0
P0669,Infrastructure,IJM,2022-04-10,2023-09-20,2023-09-20,115576510,130767193,0,15190683,0.131433999867274
P0670,Industrial,Unknown,2023-12-06,2024-05-11,2024-05-11,104079664,104079664,0,0,0
P0671,Unknown,IJM,2022-10-01,2023-01-19,2023-01-19,10969050,11322342,0,353292,0.0322080763603047
P0672,Commercial,WCT,2024-04-07,2025-11-18,2025-11-18,95185578,95185578,0,0,0
P0673,Residential,WCT,2023-01-08,2024-06-27,2024-08-27,25218875,29810938,61,4592063,0.182088336612954
P0674,Infrastructure,IJM,2023-08-11,2024-12-24,2024-12-24,29684743,32723499,0,3038756,0.102367603452049
P0675,Industrial,SP Setia,2023-08-04,2025-04-28,2025-09-06,61301427,62396407,131,1094980,0.017862226926626
P0676,Unknown,Sunway,2022-07-24,2023-12-20,2023-12-20,143343374,167311070,0,23967696,0.167204770832309
P0677,Unknown,Gamuda,2023-08-14,2025-04-06,2025-06-09,91905682,91905682,64,0,0
P0678,Industrial,SP Setia,2023-06-19,2024-04-09,2024-07-21,55083476,55083476,103,0,0
P0679,Unknown,UEM,2024-05-30,2024-11-01,2024-11-01,115713085,115766962,0,53877,0.000465608535110787
P0680,Industrial,Unknown,2023-02-20,2024-01-20,2024-01-20,66631675,66631675,0,0,0
P0681,Residential,Unknown,2023-03-09,2023-07-14,2023-07-14,78205560,77457828,0,-747732,-0.00956111048881947
P0682,Residential,Unknown,2024-03-12,2024-06-30,2024-06-30,89263170,107429128,0,18165958,0.20351011509002
P0683,Industrial,IJM,2024-05-09,2024-12-28,2024-12-28,139284441,150801195,0,11516754,0.0826851435617278
P0684,Industrial,UEM,2022-09-01,2024-08-05,2024-08-05,93392013,93392013,0,0,0
P0685,Industrial,SP Setia,2022-05-28,2022-12-13,2022-12-13,78698238,77833113,0,-865125,-0.0109929398927585
P0686,Infrastructure,Unknown,2023-12-18,2024-07-10,2024-07-10,118757931,117121606,0,-1636325,-0.013778658707013
P0687,Infrastructure,Unknown,2024-01-03,2025-04-13,2025-04-13,14344084,16234321,0,1890237,0.131778160250595
P0688,Infrastructure,IJM,2022-11-13,2024-02-17,2024-02-17,68453281,70915193,0,2461912,0.0359648502458195
P0690,Commercial,WCT,2024-06-06,2024-11-25,2025-04-09,115853459,142291812,135,26438353,0.228205124199183
P0691,Industrial,Sunway,2023-06-03,2023-11-07,2024-02-15,92716209,91878850,100,-837359,-0.00903141973805249
P0692,Unknown,Unknown,2022-01-04,2023-05-19,2023-05-19,89214055,83753251,0,-5460804,-0.0612101310718362
P0693,Commercial,IJM,2024-03-22,2025-05-13,2025-09-15,40838764,50255734,125,9416970,0.23058900607276
P0694,Residential,UEM,2023-03-01,2024-06-09,2024-08-04,106286073,139844397,56,33558324,0.315735853746332
P0695,Commercial,IJM,2022-04-02,2023-10-17,2023-10-17,50300083,56150053,0,5849970,0.116301398548388
P0696,Residential,UEM,2023-01-12,2023-10-03,2023-10-03,9248651,9248651,0,0,0
P0697,Unknown,UEM,2024-01-01,2024-10-25,2024-10-25,82299203,85074803,0,2775600,0.0337257214993929
P0698,Commercial,Unknown,2024-04-23,2025-05-07,2025-07-04,53417669,53260796,58,-156873,-0.00293672492523026
P0699,Commercial,Unknown,2022-09-12,2023-12-24,2024-05-31,27734755,27734755,159,0,0
P0700,Industrial,SP Setia,2023-12-27,2025-06-02,2025-06-02,24610718,22655724,0,-1954994,-0.0794366909571675
P0701,Commercial,Gamuda,2023-09-13,2025-08-15,2025-08-15,73090501,75526474,0,2435973,0.0333281748882799
P0702,Residential,SP Setia,2023-08-18,2024-05-17,2024-05-17,140223480,142847321,0,2623841,0.0187118519665893
P0703,Infrastructure,SP Setia,2023-12-29,2025-09-22,2025-09-22,68569730,68569730,0,0,0
P0704,Industrial,Sunway,2023-03-17,2024-03-30,2024-03-30,75801982,79783206,0,3981224,0.0525213707472715
P0705,Commercial,Unknown,2023-07-24,2025-01-14,2025-01-14,44895095,43283336,0,-1611759,-0.0359005588472416
P0706,Industrial,IJM,2023-03-23,2023-10-17,2023-10-17,141820217,141820217,0,0,0
P0707,Unknown,UEM,2024-05-16,2025-01-12,2025-01-12,30119621,30102776,0,-16845,-0.000559269985502142
P0708,Infrastructure,Gamuda,2023-08-21,2023-11-23,2023-11-23,53471081,49561939,0,-3909142,-0.0731075924947169
P0709,Industrial,Unknown,2022-10-19,2023-05-21,2023-05-21,31927194,31927194,0,0,0
P0710,Unknown,Sunway,2023-10-06,2024-10-05,2024-10-05,93429865,105544024,0,12114159,0.129660457071195
P0711,Residential,Unknown,2022-08-05,2022-12-22,2022-12-22,106460871,106460871,0,0,0
P0712,Infrastructure,Sunway,2022-09-19,2023-06-18,2023-08-28,28760227,28760227,71,0,0
P0713,Infrastructure,UEM,2022-05-04,2023-06-03,2023-10-16,88242185,118072340,135,29830155,0.338048689524177
P0714,Unknown,Sunway,2023-05-17,2024-11-13,2025-03-02,77069390,89977592,109,12908202,0.167488052000931
P0715,Industrial,IJM,2023-03-21,2024-08-28,2024-08-28,142799048,151685962,0,8886914,0.0622337062079013
P0716,Commercial,Unknown,2022-10-25,2024-05-16,2024-05-16,133207824,133207824,0,0,0
P0717,Industrial,IJM,2022-10-30,2024-09-01,2024-09-01,27579775,27579775,0,0,0
P0718,Industrial,Sunway,2023-04-21,2025-02-21,2025-02-21,73413515,85822334,0,12408819,0.169026357067905
P0719,Industrial,WCT,2024-03-16,2024-12-17,2024-12-17,31366996,31366996,0,0,0
P0720,Industrial,Gamuda,2022-12-16,2023-09-23,2023-09-23,25997162,25997162,0,0,0
P0721,Infrastructure,SP Setia,2022-01-06,2023-05-15,2023-05-15,54219863,54219863,0,0,0
P0722,Residential,UEM,2023-12-09,2025-04-16,2025-04-16,38578455,37296906,0,-1281549,-0.0332192929965702
P0723,Residential,WCT,2023-05-08,2024-01-01,2024-01-01,121981077,146421971,0,24440894,0.200366274844417
P0724,Industrial,Unknown,2024-02-28,2025-09-14,2025-10-31,114915182,114915182,47,0,0
P0725,Infrastructure,Gamuda,2022-01-21,2023-07-25,2023-07-25,59046370,70283352,0,11236982,0.190307753042228
P0726,Commercial,Gamuda,2022-04-16,2023-09-30,2024-01-24,89619915,89619915,116,0,0
P0728,Industrial,UEM,2023-05-22,2024-08-09,2024-12-11,10585317,12967152,124,2381835,0.225013100694103
P0731,Commercial,UEM,2022-07-24,2023-03-31,2023-09-12,32086137,48330911,165,16244774,0.506286375327762
P0732,Residential,SP Setia,2023-07-25,2023-12-10,2023-12-10,75010116,71673059,0,-3337057,-0.0444880927793792
P0733,Residential,WCT,2023-03-17,2023-10-09,2023-10-09,37396947,40023254,0,2626307,0.0702278450698128
P0734,Residential,IJM,2022-06-04,2024-02-11,2024-02-11,18535063,19521857,0,986794,0.0532393118922768
P0735,Commercial,WCT,2024-04-23,2026-02-17,2026-02-17,33296072,31342284,0,-1953788,-0.0586792339949289
P0736,Commercial,Unknown,2023-12-27,2025-06-21,2025-11-07,31654095,34712258,139,3058163,0.0966119233546244
P0737,Industrial,SP Setia,2023-03-02,2023-06-06,2023-08-17,96622409,97204800,72,582391,0.00602749409818586
P0738,Industrial,Unknown,2023-10-07,2024-09-12,2024-09-12,112093750,112093750,0,0,0
P0739,Residential,SP Setia,2024-05-22,2026-01-30,2026-01-30,123803813,111854522,0,-11949291,-0.0965179561957433
P0740,Unknown,Gamuda,2022-11-19,2024-04-03,2024-05-25,21500279,21500279,52,0,0
P0741,Infrastructure,Gamuda,2023-10-09,2025-06-22,2025-09-15,112911808,145664166,85,32752358,0.290070264396085
P0742,Infrastructure,Unknown,2024-04-26,2025-05-07,2025-05-07,46917982,46917982,0,0,0
P0743,Unknown,WCT,2024-03-05,2024-12-22,2024-12-22,14924105,14924105,0,0,0
P0744,Residential,WCT,2022-08-07,2023-02-08,2023-02-08,88819619,103471855,0,14652236,0.164966210899869
P0745,Residential,Gamuda,2022-09-05,2023-10-11,2023-10-11,34646522,41387148,0,6740626,0.194554189306505
P0746,Infrastructure,WCT,2024-02-14,2024-09-18,2024-09-18,6399461,6399461,0,0,0
P0747,Infrastructure,Unknown,2022-10-19,2024-08-25,2024-10-09,144496953,143192222,45,-1304731,-0.0090294706767969
P0748,Commercial,Unknown,2022-04-11,2022-12-07,2023-04-04,29650075,29650075,118,0,0
P0749,Industrial,Unknown,2022-03-21,2023-07-02,2023-11-23,207495080,207495080,144,0,0
P0750,Unknown,IJM,2023-12-07,2025-07-20,2025-07-20,43747633,46795423,0,3047790,0.0696675406415703
P0751,Unknown,Unknown,2023-12-13,2024-10-15,2025-02-18,13752978,19686509,126,5933531,0.431436086060779
P0752,Infrastructure,WCT,2022-04-23,2022-11-22,2022-11-22,82736378,78902091,0,-3834287,-0.0463434234454885
P0753,Commercial,Sunway,2022-10-29,2024-06-07,2024-06-07,43155363,45210202,0,2054839,0.0476149163662463
P0754,Unknown,Unknown,2024-04-18,2025-11-29,2025-11-29,98589738,90272595,0,-8317143,-0.084361143144533
P0755,Industrial,Sunway,2022-12-12,2024-04-01,2024-04-01,43767396,43767396,0,0,0
P0756,Industrial,WCT,2024-06-06,2025-08-03,2025-08-03,114958767,139684736,0,24725969,0.215085544541375
P0757,Commercial,Gamuda,2023-10-24,2024-04-21,2024-04-21,87905774,82923588,0,-4982186,-0.056676436294162
P0758,Residential,WCT,2023-08-07,2025-04-22,2025-06-19,139926075,143312464,58,3386389,0.0242012719930863
P0759,Unknown,Gamuda,2024-03-16,2025-01-10,2025-01-10,135024163,135024163,0,0,0
P0760,Infrastructure,IJM,2023-05-19,2023-09-09,2023-12-15,69437796,69437796,97,0,0
P0761,Infrastructure,Unknown,2022-04-28,2022-11-05,2022-11-05,81598521,80737173,0,-861348,-0.0105559266202876
P0762,Residential,SP Setia,2023-11-26,2024-08-15,2024-08-15,106135660,106135660,0,0,0
P0763,Commercial,UEM,2022-05-26,2023-10-20,2023-10-20,105801045,128529810,0,22728765,0.21482552464392
P0764,Residential,Unknown,2023-05-20,2025-01-19,2025-06-07,39545556,39545556,139,0,0
P0765,Commercial,Sunway,2022-01-30,2023-06-21,2023-06-21,9999029,9999029,0,0,0
P0766,Unknown,Sunway,2022-11-08,2024-09-09,2025-01-01,27523977,34427588,114,6903611,0.250821710830524
P0767,Commercial,Gamuda,2024-03-11,2025-02-15,2025-07-12,126263570,156831290,147,30567720,0.242094532888623
P0768,Unknown,WCT,2022-03-03,2023-10-07,2023-10-07,72347491,74738845,0,2391354,0.0330537240054392
P0769,Unknown,WCT,2022-02-16,2022-10-29,2022-10-29,23773093,24684950,0,911857,0.0383566833310247
P0770,Infrastructure,Unknown,2024-06-18,2025-12-02,2025-12-02,140511652,140511652,0,0,0
P0771,Commercial,Gamuda,2022-10-07,2023-09-13,2023-09-13,96705552,119493967,0,22788415,0.235647432114342
P0773,Industrial,Sunway,2024-03-17,2024-09-02,2024-09-02,124501229,127433003,0,2931774,0.0235481530869065
P0774,Infrastructure,SP Setia,2024-05-09,2024-08-15,2024-09-25,104450138,117294077,41,12843939,0.122967180761408
P0775,Infrastructure,Unknown,2022-07-16,2023-01-14,2023-01-14,64363878,69051694,0,4687816,0.0728330260025662
P0776,Unknown,Unknown,2023-12-22,2025-12-01,2025-12-01,57636647,64752043,0,7115396,0.123452635959201
P0777,Infrastructure,UEM,2022-06-24,2024-04-09,2024-04-09,52118165,49245736,0,-2872429,-0.0551137784686011
P0778,Industrial,Gamuda,2023-06-20,2024-06-24,2024-06-24,148060398,168527989,0,20467591,0.138238119554427
P0779,Unknown,Gamuda,2024-05-24,2025-07-18,2025-11-15,78560871,89448894,120,10888023,0.13859346085916
P0780,Infrastructure,IJM,2024-01-09,2024-11-23,2024-11-23,117759552,119017776,0,1258224,0.0106846873873977
P0781,Residential,IJM,2023-08-09,2023-12-02,2024-02-07,24982433,26687184,67,1704751,0.0682379894704411
P0782,Infrastructure,Gamuda,2022-01-29,2023-09-02,2023-09-02,94738652,93460035,0,-1278617,-0.0134962549393251
P0783,Unknown,IJM,2024-04-21,2025-06-26,2025-06-26,27443030,27443030,0,0,0
P0784,Industrial,Gamuda,2022-03-29,2022-08-28,2022-09-15,89095307,104543635,18,15448328,0.173391040675128
P0785,Industrial,Unknown,2022-11-05,2024-10-20,2025-04-08,22660438,22301467,170,-358971,-0.0158413089808767
P0786,Infrastructure,Gamuda,2022-04-09,2023-09-01,2023-09-01,7847173,8337410,0,490237,0.0624730715125052
P0787,Unknown,UEM,2023-04-10,2024-12-19,2024-12-19,56668810,56668810,0,0,0
P0788,Commercial,UEM,2023-08-10,2024-03-16,2024-03-16,78850564,78850564,0,0,0
P0789,Infrastructure,Sunway,2022-05-21,2022-10-03,2022-10-03,88662435,88662435,0,0,0
P0790,Residential,UEM,2022-05-31,2023-12-22,2023-12-22,97046603,120298471,0,23251868,0.239594867632822
P0791,Infrastructure,UEM,2023-06-04,2025-03-27,2025-04-19,97292432,95562191,23,-1730241,-0.0177839217751284
P0792,Industrial,SP Setia,2023-11-15,2025-06-14,2025-06-14,93891174,103105082,0,9213908,0.0981339097964629
P0793,Industrial,UEM,2022-06-16,2022-12-30,2022-12-30,138125377,124491570,0,-13633807,-0.0987060256132369
P0794,Residential,IJM,2022-09-02,2024-04-06,2024-07-09,60114190,77009273,94,16895083,0.281049831994742
P0795,Residential,Gamuda,2023-01-02,2023-05-02,2023-05-02,43225739,41844296,0,-1381443,-0.0319588058401963
P0796,Commercial,UEM,2022-07-23,2023-05-11,2023-05-11,63772611,73440081,0,9667470,0.151592820936875
P0797,Infrastructure,UEM,2022-01-23,2022-10-20,2022-10-20,10635469,10635469,0,0,0
P0798,Residential,IJM,2022-11-09,2024-05-19,2024-05-19,129028695,129028695,0,0,0
P0799,Commercial,Gamuda,2022-05-28,2023-01-06,2023-01-06,152541645,152541645,0,0,0
P0800,Infrastructure,Sunway,2024-02-21,2026-02-10,2026-02-10,148738689,141598997,0,-7139692,-0.0480015794680024
P0801,Commercial,Unknown,2024-05-21,2026-01-21,2026-06-29,61166782,61166782,159,0,0
P0802,Industrial,Unknown,2024-02-09,2025-10-12,2026-01-25,160073023,160073023,105,0,0
P0803,Industrial,UEM,2022-10-02,2024-08-17,2024-08-17,14825943,17986976,0,3161033,0.213209574595019
P0804,Commercial,IJM,2022-11-10,2024-04-18,2024-04-18,47200558,48660828,0,1460270,0.0309375579839543
P0805,Industrial,Unknown,2022-10-30,2024-04-27,2024-04-27,66787823,70984675,0,4196852,0.0628385806197037
P0806,Commercial,WCT,2023-04-24,2024-10-07,2024-10-07,143245597,143245597,0,0,0
P0807,Infrastructure,UEM,2023-10-23,2024-04-07,2024-04-07,84059025,84059025,0,0,0
P0808,Infrastructure,WCT,2022-04-11,2022-11-08,2022-11-08,15276081,15276081,0,0,0
P0809,Residential,WCT,2024-02-03,2025-02-08,2025-02-08,42007887,42007887,0,0,0
P0810,Commercial,UEM,2022-10-16,2024-01-03,2024-04-25,9762367,9762367,113,0,0
P0811,Infrastructure,IJM,2024-01-11,2024-11-10,2024-11-10,156867719,156867719,0,0,0
P0812,Commercial,Sunway,2022-11-17,2023-08-26,2023-12-23,61259978,81066180,119,19806202,0.32331389345259
P0813,Infrastructure,Gamuda,2022-11-09,2023-02-16,2023-02-16,96220338,100935305,0,4714967,0.0490017713302982
P0814,Industrial,UEM,2023-08-05,2023-12-05,2023-12-05,110480121,110480121,0,0,0
P0815,Residential,Sunway,2023-02-05,2023-07-10,2023-12-03,55556779,64006247,146,8449468,0.15208707473844
P0816,Commercial,UEM,2022-04-17,2024-02-02,2024-02-02,136161141,132028590,0,-4132551,-0.030350443376499
P0817,Industrial,Sunway,2022-10-26,2024-07-13,2024-08-09,18847426,18847426,27,0,0
P0818,Commercial,WCT,2022-04-24,2022-12-02,2023-04-28,133379562,164448089,147,31068527,0.232933191068659
P0820,Industrial,Unknown,2022-01-08,2022-09-01,2022-09-01,110643170,110643170,0,0,0
P0821,Unknown,Sunway,2023-08-13,2023-12-21,2023-12-21,152339494,152339494,0,0,0
P0822,Industrial,Gamuda,2023-03-02,2024-02-10,2024-02-10,120984683,147455113,0,26470430,0.21879158041849
P0823,Industrial,Unknown,2022-09-03,2023-05-12,2023-05-12,83353514,83353514,0,0,0
P0824,Industrial,Sunway,2024-02-20,2025-12-07,2025-12-07,27499457,27499457,0,0,0
P0826,Industrial,Unknown,2024-02-03,2025-06-15,2025-08-13,15140058,14476190,59,-663868,-0.0438484449663271
P0827,Commercial,Sunway,2023-04-18,2023-09-24,2023-09-24,70040194,73766561,0,3726367,0.053203264970968
P0828,Residential,Gamuda,2024-05-08,2024-08-24,2024-08-24,52576589,57157526,0,4580937,0.087128835992004
P0829,Industrial,Gamuda,2023-11-25,2024-11-28,2025-01-16,101123244,101123244,49,0,0
P0830,Residential,Unknown,2024-05-06,2026-01-21,2026-01-21,109855824,115941324,0,6085500,0.0553953334326635
P0831,Infrastructure,UEM,2024-02-25,2024-12-17,2024-12-17,69032681,62516924,0,-6515757,-0.0943865558401245
P0832,Infrastructure,SP Setia,2023-11-28,2024-04-30,2024-04-30,50065718,45830377,0,-4235341,-0.0845956308865879
P0833,Infrastructure,SP Setia,2023-07-30,2024-05-09,2024-05-09,111049163,104639559,0,-6409604,-0.0577186160331528
P0834,Unknown,SP Setia,2022-06-27,2022-10-10,2022-10-10,8216226,8713895,0,497669,0.0605714837931673
P0835,Infrastructure,IJM,2022-02-14,2022-07-22,2022-09-25,85942482,100333675,65,14391193,0.167451447352894
P0836,Industrial,IJM,2023-09-07,2024-11-02,2025-04-22,40683510,40683510,171,0,0
P0837,Commercial,Gamuda,2022-12-10,2023-03-28,2023-03-28,125503780,141092251,0,15588471,0.124207183241812
P0838,Infrastructure,Unknown,2023-09-24,2024-04-28,2024-04-28,120024020,134057009,0,14032989,0.116918171879262
P0840,Commercial,SP Setia,2022-10-12,2023-12-01,2023-12-01,144820742,151368477,0,6547735,0.045212687834454
P0841,Unknown,Unknown,2022-12-17,2023-11-20,2023-11-20,19515372,22106078,0,2590706,0.132752068471972
P0842,Commercial,UEM,2023-06-18,2024-08-10,2024-10-05,6622065,7243461,56,621396,0.0938371942890926
P0844,Commercial,WCT,2024-01-09,2024-10-27,2025-01-07,56867261,56867261,72,0,0
P0845,Commercial,Unknown,2024-06-02,2026-01-05,2026-01-05,119148619,119148619,0,0,0
P0846,Infrastructure,Unknown,2022-01-21,2023-05-16,2023-05-16,85592793,85592793,0,0,0
P0847,Industrial,UEM,2023-04-20,2024-05-27,2024-05-27,105702725,112921747,0,7219022,0.0682955146142164
P0848,Industrial,SP Setia,2022-06-08,2023-03-19,2023-03-19,143725791,143725791,0,0,0
P0849,Unknown,Sunway,2023-01-29,2024-09-11,2024-09-11,22037444,22037444,0,0,0
P0850,Industrial,Unknown,2022-07-18,2024-01-05,2024-01-05,141796952,159130624,0,17333672,0.12224290970655
P0851,Commercial,WCT,2024-01-24,2024-12-31,2025-03-13,14263055,14263055,72,0,0
P0852,Residential,IJM,2023-09-12,2025-03-21,2025-03-21,71414904,88063316,0,16648412,0.233122374567639
P0853,Industrial,WCT,2023-10-22,2025-02-16,2025-02-16,26568337,25667355,0,-900982,-0.0339118703590669
P0854,Residential,SP Setia,2023-12-10,2025-01-12,2025-01-12,107754034,107754034,0,0,0
P0855,Residential,IJM,2024-04-13,2024-12-05,2024-12-05,100897677,100897677,0,0,0
P0856,Commercial,UEM,2022-03-13,2023-08-12,2024-01-03,82400748,93636988,144,11236240,0.13636089808311
P0857,Commercial,UEM,2023-05-14,2024-02-14,2024-02-14,125973333,122748501,0,-3224832,-0.0255993226756968
P0858,Industrial,IJM,2022-09-23,2024-02-13,2024-02-13,34311929,32875773,0,-1436156,-0.0418558805015014
P0859,Residential,WCT,2022-10-11,2023-03-15,2023-03-15,68023310,77239217,0,9215907,0.135481601821493
P0860,Unknown,WCT,2024-02-09,2024-05-16,2024-05-16,17581195,17581195,0,0,0
P0861,Commercial,SP Setia,2023-05-13,2024-12-07,2024-12-07,120280579,136957601,0,16677022,0.138650995353123
P0862,Industrial,Unknown,2023-11-13,2025-03-25,2025-03-25,20365658,24552370,0,4186712,0.205577055256452
P0863,Infrastructure,Unknown,2024-01-13,2024-09-01,2024-09-01,37989251,37989251,0,0,0
P0864,Infrastructure,Gamuda,2023-09-26,2025-04-24,2025-09-12,55448400,64730395,141,9281995,0.167398788783806
P0865,Industrial,Unknown,2024-04-06,2025-06-03,2025-06-03,135066681,150519298,0,15452617,0.114407320040684
P0866,Commercial,Unknown,2023-11-06,2024-05-16,2024-05-16,57365570,69093992,0,11728422,0.204450544115573
P0867,Unknown,UEM,2024-03-26,2024-09-21,2024-09-21,137629757,137629757,0,0,0
P0868,Industrial,WCT,2022-09-07,2023-07-10,2023-07-10,33311801,38325820,0,5014019,0.150517799983255
P0871,Residential,SP Setia,2024-04-07,2025-03-01,2025-03-01,36055288,33855334,0,-2199954,-0.0610161261227479
P0872,Industrial,SP Setia,2022-05-11,2023-06-25,2023-06-25,6031166,6031166,0,0,0
P0873,Commercial,WCT,2024-02-29,2025-06-06,2025-06-06,64630671,58375455,0,-6255216,-0.096784017606749
P0874,Unknown,SP Setia,2024-05-07,2025-03-17,2025-08-01,44574193,44574193,137,0,0
P0875,Residential,SP Setia,2022-11-13,2024-07-09,2024-07-09,130119609,130119609,0,0,0
P0876,Residential,Unknown,2022-06-06,2023-04-07,2023-04-07,53055376,61257122,0,8201746,0.154588405895003
P0877,Commercial,Unknown,2022-12-12,2024-05-17,2024-05-17,110055629,119382354,0,9326725,0.0847455517245738
P0878,Unknown,Sunway,2022-04-10,2022-11-20,2022-11-20,19528613,22425792,0,2897179,0.148355594941638
P0879,Infrastructure,IJM,2023-03-29,2024-11-02,2024-11-02,61308725,61308725,0,0,0
P0880,Residential,IJM,2023-11-26,2024-07-24,2024-11-07,50156994,54483653,106,4326659,0.0862623266458113
P0881,Commercial,Unknown,2023-06-12,2024-08-21,2025-01-29,44881005,55263571,161,10382566,0.231335416842827
P0882,Industrial,Unknown,2023-05-16,2024-06-18,2024-06-18,105763057,105763057,0,0,0
P0883,Residential,Unknown,2022-10-09,2024-04-06,2024-04-06,37212358,37212358,0,0,0
P0884,Unknown,Sunway,2022-10-08,2023-04-12,2023-04-12,108068445,121642795,0,13574350,0.125608821335405
P0885,Residential,IJM,2022-04-12,2023-06-09,2023-06-09,62566669,62566669,0,0,0
P0886,Infrastructure,IJM,2024-02-11,2024-12-09,2024-12-09,61164107,61164107,0,0,0
P0887,Residential,WCT,2022-02-10,2022-09-19,2022-09-19,48274551,47785344,0,-489207,-0.0101338487850462
P0888,Unknown,Unknown,2023-01-08,2024-10-16,2024-12-08,5022969,4751626,53,-271343,-0.0540204408986
P0889,Residential,Gamuda,2022-05-24,2024-04-03,2024-04-03,145302155,181464811,0,36162656,0.248879006646529
P0890,Unknown,SP Setia,2022-08-31,2023-01-05,2023-01-05,85452583,83344000,0,-2108583,-0.0246754741164465
P0891,Industrial,Unknown,2022-10-12,2023-05-21,2023-11-06,24960769,24960769,169,0,0
P0892,Infrastructure,Sunway,2022-03-27,2023-03-12,2023-03-12,148855721,166770338,0,17914617,0.120348864522312
P0893,Residential,IJM,2023-03-06,2023-11-08,2024-02-06,106721443,121898652,90,15177209,0.142213303843727
P0894,Commercial,UEM,2023-12-02,2025-09-13,2025-09-13,93411233,95932105,0,2520872,0.0269868185981444
P0895,Unknown,WCT,2022-10-08,2023-01-16,2023-02-20,64653223,62244173,35,-2409050,-0.0372610967901786
P0896,Unknown,IJM,2023-08-26,2025-04-08,2025-04-08,98657186,118673685,0,20016499,0.202889417502745
P0897,Industrial,Sunway,2022-02-19,2022-11-10,2023-02-09,66245034,66245034,91,0,0
P0898,Infrastructure,UEM,2022-09-23,2022-12-31,2022-12-31,38921748,42761233,0,3839485,0.0986462632664905
P0899,Infrastructure,Unknown,2023-11-26,2025-11-08,2026-03-05,54151746,61124150,117,6972404,0.128756771757646
P0900,Residential,UEM,2023-06-18,2024-05-07,2024-05-07,87050384,87873699,0,823315,0.00945791347686645
P0901,Industrial,Sunway,2022-04-06,2022-12-21,2022-12-21,27705645,30308754,0,2603109,0.0939559068197113
P0902,Industrial,SP Setia,2023-05-07,2024-12-26,2024-12-26,38471642,38471642,0,0,0
P0903,Commercial,IJM,2022-09-08,2024-05-30,2024-05-30,125434114,142503534,0,17069420,0.136082756561744
P0904,Infrastructure,UEM,2023-01-11,2023-08-25,2023-08-25,18665127,19275162,0,610035,0.0326831422041757
P0905,Commercial,WCT,2024-05-01,2026-02-02,2026-02-02,84684041,84684041,0,0,0
P0906,Infrastructure,SP Setia,2023-10-21,2025-06-29,2025-07-18,136068030,123564395,19,-12503635,-0.0918925261135919
P0907,Residential,Sunway,2022-04-20,2022-07-24,2022-07-24,112929331,105641800,0,-7287531,-0.0645317822700995
P0908,Infrastructure,WCT,2023-02-25,2023-09-29,2023-09-29,46194213,46194213,0,0,0
P0909,Commercial,SP Setia,2023-01-09,2024-06-20,2024-06-20,77338437,81476060,0,4137623,0.0535002149060757
P0910,Industrial,SP Setia,2024-02-05,2025-07-23,2025-07-23,58258327,58258327,0,0,0
P0911,Industrial,Unknown,2022-02-02,2022-10-14,2022-10-14,166276097,166276097,0,0,0
P0912,Residential,IJM,2024-03-30,2024-11-05,2025-02-06,139716636,181138015,93,41421379,0.296467050638122
P0913,Infrastructure,Unknown,2024-03-22,2024-07-11,2024-07-11,97374156,113789952,0,16415796,0.168584732072029
P0914,Unknown,Sunway,2023-09-04,2023-12-11,2024-04-10,82703106,82964743,121,261637,0.00316356921347065
P0915,Industrial,UEM,2024-01-17,2025-09-21,2025-09-21,80467631,80467631,0,0,0
P0916,Commercial,IJM,2023-05-01,2023-11-12,2023-11-12,53637350,53637350,0,0,0
P0917,Residential,Gamuda,2022-05-16,2023-09-28,2023-09-28,56587225,59371658,0,2784433,0.049206035461184
P0918,Residential,WCT,2023-01-25,2024-06-15,2024-06-15,70420927,70420927,0,0,0
P0919,Residential,Gamuda,2022-04-23,2023-04-23,2023-04-23,99227424,97881803,0,-1345621,-0.0135609788681
P0920,Infrastructure,Unknown,2022-02-23,2023-04-18,2023-04-18,131717149,146506697,0,14789548,0.112282630715003
P0921,Infrastructure,SP Setia,2023-01-08,2024-03-15,2024-03-15,31007964,35319203,0,4311239,0.139036506879329
P0922,Residential,IJM,2024-01-31,2025-12-24,2025-12-24,104390453,104390453,0,0,0
P0923,Unknown,SP Setia,2022-05-14,2024-04-19,2024-04-19,56119130,59262891,0,3143761,0.0560194179774348
P0924,Unknown,SP Setia,2022-11-05,2024-06-02,2024-06-02,46251108,44729324,0,-1521784,-0.0329026495970648
P0925,Commercial,WCT,2023-01-10,2024-07-12,2024-07-12,122071619,127766437,0,5694818,0.0466514497526243
