Project_ID,Project_Name,Category,Contractor,Start_Date,Planned_End_Date,Actual_End_Date,Budget_MYR,Actual_Cost_MYR,Delay_Days
P0754,Project_754,,,2024-04-18,2025-11-29,2025-11-29,RM98589738,90272595.00,0.0
P0755,Project_755,Industrial,Sunway,2022-12-12,2024-04-01,2024-04-01,,43767396.00,
P0756,Project_756,Industrial,WCT,2024-06-06,2025-08-03,2025-08-03,114958767,RM 139684736,
P0757,Project_757,Commercial,Gamuda,2023-10-24,2024-04-21,2024-04-21,87905774,82923588abc,0.0
P0758,Project_758,Residential,WCT,2023-08-07,2025-04-22,2025-06-19,"139,926,075",143312464abc,58.0
P0759,Project_759,,Gamuda,2024-03-16,2025-01-10,2025-01-10,,RM 135024163,
P0760,Project_760,Infrastructure,IJM,2023-05-19,2023-09-09,2023-12-15,,RM 69437796,97.0
P0761,Project_761,Infrastructure,,2022-04-28,2022-11-05,2022-11-05,"81,598,521",80737173,0.0
P0762,Project_762,Residential,SP Setia,2023-11-26,2024-08-15,2024-08-15,,RM 106135660,
P0763,Project_763,Commercial,UEM,2022-05-26,2023-10-20,2023-10-20,"105,801,045",128529810,0.0
P0764,Project_764,Residential,,2023-05-20,2025-01-19,2025-06-07,,39545556abc,139.0
P0765,Project_765,Commercial,Sunway,2022-01-30,2023-06-21,2023-06-21,9999029,,0.0
P0766,Project_766,,Sunway,2022-11-08,2024-09-09,2025-01-01,RM27523977,"34,427,588",114.0
P0767,Project_767,Commercial,Gamuda,2024-03-11,2025-02-15,2025-07-12,RM126263570,156831290abc,147.0
P0768,Project_768,,WCT,2022-03-03,2023-10-07,2023-10-07,"72,347,491",RM 74738845,
P0769,Project_769,,WCT,2022-02-16,2022-10-29,2022-10-29,"23,773,093",24684950,
P0770,Project_770,Infrastructure,,2024-06-18,2025-12-02,2025-12-02,RM140511652,,
P0771,Project_771,Commercial,Gamuda,2022-10-07,2023-09-13,2023-09-13,96705552,RM 119493967,0.0
P0772,Project_772,Industrial,IJM,2023-09-16,2025-04-15,2025-04-15,,,0.0
P0773,Project_773,Industrial,Sunway,2024-03-17,2024-09-02,2024-09-02,RM124501229,127433003.00,0.0
P0774,Project_774,Infrastructure,SP Setia,2024-05-09,2024-08-15,2024-09-25,104450138,"117,294,077",41.0
P0775,Project_775,Infrastructure,,2022-07-16,2023-01-14,2023-01-14,64363878,RM 69051694,0.0
P0776,Project_776,,,2023-12-22,2025-12-01,2025-12-01,RM57636647,64752043,0.0
P0777,Project_777,Infrastructure,UEM,2022-06-24,2024-04-09,2024-04-09,"52,118,165",49245736,
P0778,Project_778,Industrial,Gamuda,2023-06-20,2024-06-24,2024-06-24,148060398,168527989.00,0.0
P0779,Project_779,,Gamuda,2024-05-24,2025-07-18,2025-11-15,RM78560871,89448894.00,120.0
P0780,Project_780,Infrastructure,IJM,2024-01-09,2024-11-23,2024-11-23,"117,759,552",119017776.00,0.0
P0781,Project_781,Residential,IJM,2023-08-09,2023-12-02,2024-02-07,RM24982433,RM 26687184,67.0
P0782,Project_782,Infrastructure,Gamuda,2022-01-29,2023-09-02,2023-09-02,"94,738,652",93460035.00,0.0
P0783,Project_783,,IJM,2024-04-21,2025-06-26,2025-06-26,,27443030,0.0
P0784,Project_784,Industrial,Gamuda,2022-03-29,2022-08-28,2022-09-15,89095307,"104,543,635",18.0
P0785,Project_785,Industrial,,2022-11-05,2024-10-20,2025-04-08,RM22660438,22301467,170.0
P0786,Project_786,Infrastructure,Gamuda,2022-04-09,2023-09-01,2023-09-01,7847173,8337410.00,
P0787,Project_787,,UEM,2023-04-10,2024-12-19,2024-12-19,56668810,,
P0788,Project_788,Commercial,UEM,2023-08-10,2024-03-16,2024-03-16,,78850564abc,
P0789,Project_789,Infrastructure,Sunway,2022-05-21,2022-10-03,2022-10-03,RM88662435,,0.0
P0790,Project_790,Residential,UEM,2022-05-31,2023-12-22,2023-12-22,"97,046,603",120298471abc,
P0791,Project_791,Infrastructure,UEM,2023-06-04,2025-03-27,2025-04-19,97292432,"95,562,191",23.0
P0792,Project_792,Industrial,SP Setia,2023-11-15,2025-06-14,2025-06-14,RM93891174,RM 103105082,
P0793,Project_793,Industrial,UEM,2022-06-16,2022-12-30,2022-12-30,"138,125,377","124,491,570",0.0
P0794,Project_794,Residential,IJM,2022-09-02,2024-04-06,2024-07-09,RM60114190,77009273,94.0
P0795,Project_795,Residential,Gamuda,2023-01-02,2023-05-02,2023-05-02,RM43225739,41844296abc,0.0
P0796,Project_796,Commercial,UEM,2022-07-23,2023-05-11,2023-05-11,"63,772,611",RM 73440081,0.0
P0797,Project_797,Infrastructure,UEM,2022-01-23,2022-10-20,2022-10-20,10635469,,0.0
P0798,Project_798,Residential,IJM,2022-11-09,2024-05-19,2024-05-19,,129028695abc,0.0
P0799,Project_799,Commercial,Gamuda,2022-05-28,2023-01-06,2023-01-06,,152541645abc,0.0
P0800,Project_800,Infrastructure,Sunway,2024-02-21,2026-02-10,2026-02-10,148738689,"141,598,997",0.0
P0801,Project_801,Commercial,,2024-05-21,2026-01-21,2026-06-29,61166782,,159.0
P0802,Project_802,Industrial,,2024-02-09,2025-10-12,2026-01-25,,RM 160073023,105.0
P0803,Project_803,Industrial,UEM,2022-10-02,2024-08-17,2024-08-17,"14,825,943",17986976.00,
P0804,Project_804,Commercial,IJM,2022-11-10,2024-04-18,2024-04-18,47200558,48660828abc,
P0805,Project_805,Industrial,,2022-10-30,2024-04-27,2024-04-27,RM66787823,70984675abc,0.0
P0806,Project_806,Commercial,WCT,2023-04-24,2024-10-07,2024-10-07,,"143,245,597",0.0
P0807,Project_807,Infrastructure,UEM,2023-10-23,2024-04-07,2024-04-07,84059025,,0.0
P0808,Project_808,Infrastructure,WCT,2022-04-11,2022-11-08,2022-11-08,RM15276081,,0.0
P0809,Project_809,Residential,WCT,2024-02-03,2025-02-08,2025-02-08,RM42007887,,
P0810,Project_810,Commercial,UEM,2022-10-16,2024-01-03,2024-04-25,,"9,762,367",113.0
P0811,Project_811,Infrastructure,IJM,2024-01-11,2024-11-10,2024-11-10,,156867719.00,0.0
P0812,Project_812,Commercial,Sunway,2022-11-17,2023-08-26,2023-12-23,RM61259978,81066180,119.0
P0813,Project_813,Infrastructure,Gamuda,2022-11-09,2023-02-16,2023-02-16,RM96220338,100935305.00,0.0
P0814,Project_814,Industrial,UEM,2023-08-05,2023-12-05,2023-12-05,,110480121abc,0.0
P0815,Project_815,Residential,Sunway,2023-02-05,2023-07-10,2023-12-03,RM55556779,64006247.00,146.0
P0816,Project_816,Commercial,UEM,2022-04-17,2024-02-02,2024-02-02,RM136161141,132028590.00,0.0
P0817,Project_817,Industrial,Sunway,2022-10-26,2024-07-13,2024-08-09,,RM 18847426,27.0
P0818,Project_818,Commercial,WCT,2022-04-24,2022-12-02,2023-04-28,"133,379,562","164,448,089",147.0
P0819,Project_819,Infrastructure,UEM,2023-03-19,2024-10-15,2024-10-15,,,
P0820,Project_820,Industrial,,2022-01-08,2022-09-01,2022-09-01,,RM 110643170,0.0
P0821,Project_821,,Sunway,2023-08-13,2023-12-21,2023-12-21,,RM 152339494,0.0
P0822,Project_822,Industrial,Gamuda,2023-03-02,2024-02-10,2024-02-10,120984683,"147,455,113",
P0823,Project_823,Industrial,,2022-09-03,2023-05-12,2023-05-12,"83,353,514",,
P0824,Project_824,Industrial,Sunway,2024-02-20,2025-12-07,2025-12-07,,RM 27499457,0.0
P0825,Project_825,Industrial,SP Setia,2022-09-16,2023-07-15,2023-07-15,,,0.0
P0826,Project_826,Industrial,,2024-02-03,2025-06-15,2025-08-13,RM15140058,"14,476,190",59.0
P0827,Project_827,Commercial,Sunway,2023-04-18,2023-09-24,2023-09-24,RM70040194,73766561.00,
P0828,Project_828,Residential,Gamuda,2024-05-08,2024-08-24,2024-08-24,"52,576,589",57157526.00,0.0
P0829,Project_829,Industrial,Gamuda,2023-11-25,2024-11-28,2025-01-16,"101,123,244",,49.0
P0830,Project_830,Residential,,2024-05-06,2026-01-21,2026-01-21,109855824,115941324abc,0.0
P0831,Project_831,Infrastructure,UEM,2024-02-25,2024-12-17,2024-12-17,69032681,62516924,0.0
P0832,Project_832,Infrastructure,SP Setia,2023-11-28,2024-04-30,2024-04-30,50065718,45830377abc,0.0
P0833,Project_833,Infrastructure,SP Setia,2023-07-30,2024-05-09,2024-05-09,111049163,"104,639,559",0.0
P0834,Project_834,,SP Setia,2022-06-27,2022-10-10,2022-10-10,RM8216226,8713895,0.0
P0835,Project_835,Infrastructure,IJM,2022-02-14,2022-07-22,2022-09-25,"85,942,482",100333675,65.0
P0836,Project_836,Industrial,IJM,2023-09-07,2024-11-02,2025-04-22,RM40683510,,171.0
P0837,Project_837,Commercial,Gamuda,2022-12-10,2023-03-28,2023-03-28,125503780,"141,092,251",
P0838,Project_838,Infrastructure,,2023-09-24,2024-04-28,2024-04-28,"120,024,020",134057009,0.0
P0839,Project_839,Infrastructure,Sunway,2022-10-31,2023-08-23,2023-10-10,,,48.0
P0840,Project_840,Commercial,SP Setia,2022-10-12,2023-12-01,2023-12-01,144820742,RM 151368477,0.0
P0841,Project_841,,,2022-12-17,2023-11-20,2023-11-20,"19,515,372","22,106,078",
P0842,Project_842,Commercial,UEM,2023-06-18,2024-08-10,2024-10-05,6622065,"7,243,461",56.0
P0843,Project_843,Infrastructure,Sunway,2022-05-09,2022-11-08,2022-11-08,,,
P0844,Project_844,Commercial,WCT,2024-01-09,2024-10-27,2025-01-07,,56867261abc,72.0
P0845,Project_845,Commercial,,2024-06-02,2026-01-05,2026-01-05,,119148619.00,0.0
P0846,Project_846,Infrastructure,,2022-01-21,2023-05-16,2023-05-16,"85,592,793",,0.0
P0847,Project_847,Industrial,UEM,2023-04-20,2024-05-27,2024-05-27,"105,702,725",RM 112921747,0.0
P0848,Project_848,Industrial,SP Setia,2022-06-08,2023-03-19,2023-03-19,,143725791.00,0.0
P0849,Project_849,,Sunway,2023-01-29,2024-09-11,2024-09-11,,22037444,
P0850,Project_850,Industrial,,2022-07-18,2024-01-05,2024-01-05,141796952,RM 159130624,0.0
P0851,Project_851,Commercial,WCT,2024-01-24,2024-12-31,2025-03-13,14263055,,72.0
P0852,Project_852,Residential,IJM,2023-09-12,2025-03-21,2025-03-21,71414904,"88,063,316",0.0
P0853,Project_853,Industrial,WCT,2023-10-22,2025-02-16,2025-02-16,"26,568,337",25667355.00,
P0854,Project_854,Residential,SP Setia,2023-12-10,2025-01-12,2025-01-12,107754034,,
P0855,Project_855,Residential,IJM,2024-04-13,2024-12-05,2024-12-05,,"100,897,677",0.0
P0856,Project_856,Commercial,UEM,2022-03-13,2023-08-12,2024-01-03,"82,400,748",RM 93636988,144.0
P0857,Project_857,Commercial,UEM,2023-05-14,2024-02-14,2024-02-14,125973333,"122,748,501",0.0
P0858,Project_858,Industrial,IJM,2022-09-23,2024-02-13,2024-02-13,34311929,RM 32875773,
P0859,Project_859,Residential,WCT,2022-10-11,2023-03-15,2023-03-15,68023310,77239217,0.0
P0860,Project_860,,WCT,2024-02-09,2024-05-16,2024-05-16,,17581195,
P0861,Project_861,Commercial,SP Setia,2023-05-13,2024-12-07,2024-12-07,RM120280579,RM 136957601,
P0862,Project_862,Industrial,,2023-11-13,2025-03-25,2025-03-25,20365658,24552370,
P0863,Project_863,Infrastructure,,2024-01-13,2024-09-01,2024-09-01,"37,989,251",,
P0864,Project_864,Infrastructure,Gamuda,2023-09-26,2025-04-24,2025-09-12,55448400,RM 64730395,141.0
P0865,Project_865,Industrial,,2024-04-06,2025-06-03,2025-06-03,RM135066681,150519298,0.0
P0866,Project_866,Commercial,,2023-11-06,2024-05-16,2024-05-16,57365570,69093992abc,0.0
P0867,Project_867,,UEM,2024-03-26,2024-09-21,2024-09-21,,137629757,
P0868,Project_868,Industrial,WCT,2022-09-07,2023-07-10,2023-07-10,RM33311801,"38,325,820",0.0
P0869,Project_869,Residential,SP Setia,2022-08-14,2023-08-02,2024-01-29,,,180.0
P0870,Project_870,,,2024-06-11,2025-04-26,2025-04-26,,,
P0871,Project_871,Residential,SP Setia,2024-04-07,2025-03-01,2025-03-01,"36,055,288",RM 33855334,0.0
P0872,Project_872,Industrial,SP Setia,2022-05-11,2023-06-25,2023-06-25,,"6,031,166",
P0873,Project_873,Commercial,WCT,2024-02-29,2025-06-06,2025-06-06,RM64630671,58375455.00,
P0874,Project_874,,SP Setia,2024-05-07,2025-03-17,2025-08-01,44574193,,137.0
P0875,Project_875,Residential,SP Setia,2022-11-13,2024-07-09,2024-07-09,,RM 130119609,0.0
P0876,Project_876,Residential,,2022-06-06,2023-04-07,2023-04-07,"53,055,376",RM 61257122,0.0
P0877,Project_877,Commercial,,2022-12-12,2024-05-17,2024-05-17,RM110055629,RM 119382354,0.0
P0878,Project_878,,Sunway,2022-04-10,2022-11-20,2022-11-20,"19,528,613",22425792.00,
P0879,Project_879,Infrastructure,IJM,2023-03-29,2024-11-02,2024-11-02,61308725,,0.0
P0880,Project_880,Residential,IJM,2023-11-26,2024-07-24,2024-11-07,"50,156,994",54483653.00,106.0
P0881,Project_881,Commercial,,2023-06-12,2024-08-21,2025-01-29,44881005,55263571,161.0
P0882,Project_882,Industrial,,2023-05-16,2024-06-18,2024-06-18,105763057,,0.0
P0883,Project_883,Residential,,2022-10-09,2024-04-06,2024-04-06,"37,212,358",,0.0
P0884,Project_884,,Sunway,2022-10-08,2023-04-12,2023-04-12,RM108068445,121642795.00,0.0
P0885,Project_885,Residential,IJM,2022-04-12,2023-06-09,2023-06-09,,62566669.00,
P0886,Project_886,Infrastructure,IJM,2024-02-11,2024-12-09,2024-12-09,,61164107,0.0
P0887,Project_887,Residential,WCT,2022-02-10,2022-09-19,2022-09-19,48274551,47785344,0.0
P0888,Project_888,,,2023-01-08,2024-10-16,2024-12-08,RM5022969,4751626abc,53.0
P0889,Project_889,Residential,Gamuda,2022-05-24,2024-04-03,2024-04-03,"145,302,155",181464811abc,0.0
P0890,Project_890,,SP Setia,2022-08-31,2023-01-05,2023-01-05,"85,452,583","83,344,000",0.0
P0891,Project_891,Industrial,,2022-10-12,2023-05-21,2023-11-06,"24,960,769",,169.0
P0892,Project_892,Infrastructure,Sunway,2022-03-27,2023-03-12,2023-03-12,"148,855,721",RM 166770338,0.0
P0893,Project_893,Residential,IJM,2023-03-06,2023-11-08,2024-02-06,RM106721443,121898652,90.0
P0894,Project_894,Commercial,UEM,2023-12-02,2025-09-13,2025-09-13,RM93411233,RM 95932105,0.0
P0895,Project_895,,WCT,2022-10-08,2023-01-16,2023-02-20,"64,653,223",62244173,35.0
P0896,Project_896,,IJM,2023-08-26,2025-04-08,2025-04-08,RM98657186,118673685abc,
P0897,Project_897,Industrial,Sunway,2022-02-19,2022-11-10,2023-02-09,,66245034abc,91.0
P0898,Project_898,Infrastructure,UEM,2022-09-23,2022-12-31,2022-12-31,38921748,RM 42761233,0.0
P0899,Project_899,Infrastructure,,2023-11-26,2025-11-08,2026-03-05,RM54151746,61124150.00,117.0
P0900,Project_900,Residential,UEM,2023-06-18,2024-05-07,2024-05-07,87050384,87873699,0.0
P0901,Project_901,Industrial,Sunway,2022-04-06,2022-12-21,2022-12-21,27705645,30308754.00,0.0
P0902,Project_902,Industrial,SP Setia,2023-05-07,2024-12-26,2024-12-26,38471642,,
P0903,Project_903,Commercial,IJM,2022-09-08,2024-05-30,2024-05-30,"125,434,114",142503534abc,0.0
P0904,Project_904,Infrastructure,UEM,2023-01-11,2023-08-25,2023-08-25,18665127,RM 19275162,0.0
P0905,Project_905,Commercial,WCT,2024-05-01,2026-02-02,2026-02-02,,84684041,0.0
P0906,Project_906,Infrastructure,SP Setia,2023-10-21,2025-06-29,2025-07-18,RM136068030,123564395.00,19.0
P0907,Project_907,Residential,Sunway,2022-04-20,2022-07-24,2022-07-24,"112,929,331",105641800.00,0.0
P0908,Project_908,Infrastructure,WCT,2023-02-25,2023-09-29,2023-09-29,,46194213.00,0.0
P0909,Project_909,Commercial,SP Setia,2023-01-09,2024-06-20,2024-06-20,"77,338,437",81476060.00,
P0910,Project_910,Industrial,SP Setia,2024-02-05,2025-07-23,2025-07-23,,"58,258,327",0.0
P0911,Project_911,Industrial,,2022-02-02,2022-10-14,2022-10-14,,166276097,0.0
P0912,Project_912,Residential,IJM,2024-03-30,2024-11-05,2025-02-06,"139,716,636",181138015.00,93.0
P0913,Project_913,Infrastructure,,2024-03-22,2024-07-11,2024-07-11,97374156,"113,789,952",0.0
P0914,Project_914,,Sunway,2023-09-04,2023-12-11,2024-04-10,"82,703,106",82964743.00,121.0
P0915,Project_915,Industrial,UEM,2024-01-17,2025-09-21,2025-09-21,"80,467,631",,0.0
P0916,Project_916,Commercial,IJM,2023-05-01,2023-11-12,2023-11-12,"53,637,350",,
P0917,Project_917,Residential,Gamuda,2022-05-16,2023-09-28,2023-09-28,"56,587,225",59371658abc,0.0
P0918,Project_918,Residential,WCT,2023-01-25,2024-06-15,2024-06-15,,70420927,0.0
P0919,Project_919,Residential,Gamuda,2022-04-23,2023-04-23,2023-04-23,"99,227,424",97881803,0.0
P0920,Project_920,Infrastructure,,2022-02-23,2023-04-18,2023-04-18,"131,717,149",146506697.00,0.0
P0921,Project_921,Infrastructure,SP Setia,2023-01-08,2024-03-15,2024-03-15,RM31007964,"35,319,203",0.0
P0922,Project_922,Residential,IJM,2024-01-31,2025-12-24,2025-12-24,,104390453abc,
P0923,Project_923,,SP Setia,2022-05-14,2024-04-19,2024-04-19,56119130,59262891,0.0
P0924,Project_924,,SP Setia,2022-11-05,2024-06-02,2024-06-02,RM46251108,44729324abc,
P0925,Project_925,Commercial,WCT,2023-01-10,2024-07-12,2024-07-12,122071619,127766437abc,0.0
P0926,Project_926,Industrial,IJM,2023-12-15,2024-07-24,2024-07-24,,,0.0
P0927,Project_927,Commercial,UEM,2022-06-19,2023-12-09,2024-04-27,109756105,"121,794,238",140.0
P0928,Project_928,Infrastructure,WCT,2023-08-30,2023-12-07,2024-04-26,"140,242,550",RM 178640622,141.0
P0929,Project_929,Infrastructure,Sunway,2023-07-20,2024-02-16,2024-02-16,"17,244,003",,0.0
P0930,Project_930,Infrastructure,IJM,2022-10-04,2023-02-23,2023-02-23,RM61364032,RM 55257696,0.0
P0931,Project_931,Infrastructure,UEM,2023-12-24,2025-10-06,2025-10-06,114613706,114982002,0.0
P0932,Project_932,Industrial,WCT,2024-01-19,2025-01-29,2025-01-29,9197924,11429035abc,0.0
P0933,Project_933,Commercial,,2024-06-09,2026-05-18,2026-05-18,,122965527abc,0.0
P0934,Project_934,Commercial,,2022-08-26,2024-02-11,2024-02-11,"133,582,432","128,710,646",0.0
P0935,Project_935,Residential,Sunway,2024-01-17,2024-10-17,2024-10-17,"10,649,843",12884590.00,0.0
P0936,Project_936,,IJM,2022-03-15,2023-08-23,2023-11-03,113046424,,72.0
P0937,Project_937,Commercial,IJM,2023-01-22,2024-05-19,2024-05-19,"8,637,853",9722497,0.0
P0938,Project_938,Residential,UEM,2022-10-02,2023-05-26,2023-05-26,RM8623046,7789099,
P0939,Project_939,,WCT,2022-05-23,2023-12-25,2024-05-27,48793753,"57,668,993",154.0
P0940,Project_940,Commercial,Gamuda,2023-10-05,2025-07-12,2025-07-12,,17017726abc,0.0
P0941,Project_941,Residential,,2022-08-18,2022-12-10,2023-02-16,,"126,444,842",68.0
P0942,Project_942,Residential,Gamuda,2022-06-23,2023-01-11,2023-01-11,RM80648943,89963401,0.0
P0943,Project_943,Infrastructure,WCT,2023-09-12,2024-05-13,2024-07-07,"147,399,812",147739226.00,55.0
P0944,Project_944,Residential,Sunway,2022-12-23,2023-07-07,2023-09-24,104082881,,79.0
P0945,Project_945,Residential,,2024-03-07,2024-11-02,2024-11-02,109850775,129502832.00,0.0
P0946,Project_946,Infrastructure,,2024-01-15,2025-01-24,2025-01-24,RM91718989,88385491.00,0.0
P0947,Project_947,Industrial,,2023-03-11,2024-10-13,2024-10-13,,"116,290,864",
P0948,Project_948,,UEM,2023-07-06,2025-04-02,2025-04-02,,154094642abc,
P0949,Project_949,Commercial,IJM,2023-12-21,2024-06-17,2024-06-17,,RM 6910015,0.0
P0950,Project_950,Commercial,UEM,2022-03-03,2023-05-24,2023-05-24,,100284238abc,0.0
P0951,Project_951,Industrial,SP Setia,2024-04-27,2025-03-12,2025-03-12,36470246,41809015.00,0.0
P0952,Project_952,Commercial,SP Setia,2022-02-25,2022-09-11,2022-09-11,24802562,"27,478,112",
P0953,Project_953,Industrial,Sunway,2022-05-25,2022-11-11,2022-11-11,"8,349,456","9,892,426",0.0
P0954,Project_954,Infrastructure,IJM,2024-02-06,2025-10-28,2026-01-22,115467224,,86.0
P0955,Project_955,,WCT,2022-06-09,2022-11-07,2022-11-07,,46631821.00,0.0
P0956,Project_956,Commercial,UEM,2023-08-09,2025-04-03,2025-04-03,,118151059,0.0
P0957,Project_957,Industrial,,2023-02-15,2023-07-12,2023-09-16,54309921,73664657abc,66.0
P0958,Project_958,Residential,IJM,2022-11-17,2024-04-04,2024-04-04,RM19675811,"22,161,387",0.0
P0959,Project_959,Commercial,Gamuda,2022-03-21,2023-06-25,2023-06-25,12529309,11990124,0.0
P0960,Project_960,,Gamuda,2024-02-14,2025-03-26,2025-03-26,59150388,RM 53905427,
P0961,Project_961,Industrial,UEM,2023-08-01,2025-03-08,2025-03-08,RM89444504,RM 90161106,0.0
P0962,Project_962,,Sunway,2022-11-19,2024-03-23,2024-03-23,31140201,37797319abc,0.0
P0963,Project_963,Residential,UEM,2022-01-25,2023-12-17,2024-04-02,15041711,15365167.00,107.0
P0964,Project_964,Industrial,Sunway,2022-08-09,2023-03-31,2023-03-31,RM143593439,159827915abc,
P0965,Project_965,Commercial,UEM,2022-12-14,2024-01-05,2024-01-05,,,
P0966,Project_966,Industrial,IJM,2023-09-18,2025-08-29,2025-08-29,138552767,RM 125422067,0.0
P0967,Project_967,Residential,Sunway,2023-04-11,2024-05-26,2024-05-26,48344940,RM 53265442,0.0
P0968,Project_968,,,2023-12-29,2025-07-12,2025-09-26,73726536,"85,557,814",76.0
P0969,Project_969,Infrastructure,SP Setia,2022-02-10,2023-05-18,2023-08-09,,"157,015,002",83.0
P0970,Project_970,,Gamuda,2023-01-18,2023-07-12,2023-07-12,125820725,,
P0971,Project_971,Residential,UEM,2024-01-29,2025-01-03,2025-01-03,,"46,570,466",0.0
P0972,Project_972,Residential,Sunway,2023-02-02,2024-08-18,2024-08-18,130058064,141410899.00,0.0
P0973,Project_973,Commercial,,2024-01-20,2024-08-07,2024-11-26,,RM 58951776,111.0
P0974,Project_974,,Gamuda,2022-04-28,2023-05-08,2023-05-08,RM46806436,"44,509,636",0.0
P0975,Project_975,Industrial,WCT,2023-09-08,2024-12-30,2024-12-30,120456702,"117,408,821",0.0
P0976,Project_976,Industrial,UEM,2022-09-16,2023-06-13,2023-06-13,,,0.0
P0977,Project_977,Commercial,SP Setia,2023-11-17,2024-11-06,2024-11-06,"29,814,510",RM 31304848,0.0
P0978,Project_978,Residential,UEM,2023-03-06,2024-10-09,2024-10-09,,,
P0979,Project_979,Residential,Sunway,2022-03-21,2024-02-01,2024-02-01,RM91901300,,0.0
P0980,Project_980,Industrial,Sunway,2023-04-15,2023-12-12,2023-12-12,35496113,RM 40319355,0.0
P0981,Project_981,,Sunway,2023-10-12,2025-04-14,2025-04-14,,"36,174,337",
P0982,Project_982,Infrastructure,SP Setia,2023-09-08,2024-12-27,2024-12-27,61307847,76028509abc,0.0
P0983,Project_983,Industrial,SP Setia,2022-01-17,2023-02-20,2023-02-20,,43378389.00,
P0984,Project_984,Commercial,Sunway,2022-12-27,2024-10-02,2024-10-02,RM95147771,91487895.00,
P0985,Project_985,Residential,IJM,2023-07-10,2024-12-27,2024-12-27,122438812,140282116,0.0
P0986,Project_986,Industrial,Gamuda,2023-10-28,2024-02-11,2024-07-27,32830127,44268268abc,167.0
P0987,Project_987,Industrial,IJM,2023-11-15,2024-12-05,2024-12-05,"64,828,725",70861411,0.0
P0988,Project_988,Infrastructure,WCT,2022-12-26,2024-07-13,2024-11-05,RM7041487,9748894abc,115.0
P0989,Project_989,Infrastructure,Sunway,2022-11-11,2024-04-08,2024-04-08,RM116281706,RM 105721744,0.0
P0990,Project_990,Commercial,,2023-08-09,2025-01-20,2025-01-20,,123873239,
P0991,Project_991,,IJM,2024-01-16,2024-10-09,2024-10-09,"143,855,508",,0.0
P0992,Project_992,Industrial,Gamuda,2023-10-09,2025-08-19,2025-08-19,47695508,46327453,0.0
P0993,Project_993,Industrial,SP Setia,2023-10-06,2025-09-02,2025-09-02,"26,145,332",,0.0
P0994,Project_994,Infrastructure,Gamuda,2022-07-11,2023-06-11,2023-06-11,,,0.0
P0995,Project_995,Commercial,WCT,2022-10-09,2023-04-01,2023-04-01,32761388,40116963,0.0
P0996,Project_996,Residential,,2022-09-26,2023-06-27,2023-06-27,,"167,885,445",0.0
P0997,Project_997,Industrial,SP Setia,2024-03-25,2024-07-15,2024-07-15,,,0.0
P0998,Project_998,Residential,SP Setia,2023-10-11,2025-04-14,2025-04-14,85196430,82004714abc,0.0
P0999,Project_999,,Gamuda,2022-12-22,2024-07-29,2024-07-29,"6,346,084",7358880,
P1000,Project_1000,Infrastructure,Sunway,2023-07-03,2023-10-24,2023-10-24,45895072,"47,166,903",
P1001,Project_1001,Industrial,,2022-08-14,2023-02-05,2023-02-05,RM78461786,RM 96792834,0.0
P1002,Project_1002,Industrial,IJM,2023-03-23,2024-11-26,2024-11-26,RM72133869,,0.0
P1003,Project_1003,,WCT,2023-08-21,2025-07-12,2025-07-12,,64514885.00,0.0
P1004,Project_1004,Industrial,Sunway,2024-04-15,2025-06-05,2025-06-05,107823087,RM 118443630,0.0
P1005,Project_1005,Industrial,Gamuda,2022-02-04,2023-10-10,2023-10-10,RM115007069,,
P1006,Project_1006,Infrastructure,Sunway,2022-04-28,2023-01-27,2023-04-29,RM54906148,,92.0
P1007,Project_1007,,SP Setia,2024-03-09,2025-04-24,2025-04-24,,"104,178,455",0.0
P1008,Project_1008,,IJM,2022-08-27,2024-06-22,2024-07-18,RM81132121,90503971,26.0
P1009,Project_1009,Residential,WCT,2023-08-11,2025-01-13,2025-01-13,,83419223.00,0.0
P1010,Project_1010,Infrastructure,Gamuda,2023-03-08,2023-10-06,2023-11-16,50939971,"58,923,994",41.0
P1011,Project_1011,Infrastructure,Gamuda,2023-10-22,2025-08-31,2025-09-11,81333868,101226225,11.0
P1012,Project_1012,,SP Setia,2022-03-13,2023-10-05,2023-11-08,85798609,102059291.00,34.0
P1013,Project_1013,Infrastructure,IJM,2023-05-21,2025-05-07,2025-05-29,85112900,,22.0
P1014,Project_1014,Commercial,Sunway,2022-01-30,2022-12-15,2022-12-15,,,0.0
P1015,Project_1015,Residential,Gamuda,2022-04-01,2023-01-11,2023-01-11,6326435,RM 7615795,
P1016,Project_1016,Residential,Sunway,2022-11-08,2023-04-23,2023-04-23,,"102,570,180",0.0
P1017,Project_1017,Industrial,WCT,2022-11-23,2023-07-22,2023-12-28,,"160,830,560",159.0
P1018,Project_1018,Commercial,IJM,2022-11-26,2024-07-02,2024-07-02,"75,816,502",RM 87111908,0.0
P1019,Project_1019,Industrial,IJM,2022-03-18,2023-11-04,2023-11-04,"8,524,048",9068330.00,0.0
P1020,Project_1020,Commercial,IJM,2022-12-15,2023-10-14,2023-10-14,,RM 166711475,
P1021,Project_1021,Residential,WCT,2022-05-14,2023-03-24,2023-07-05,"126,448,761",157099082.00,103.0
P1022,Project_1022,Commercial,Gamuda,2023-03-10,2023-11-23,2023-11-23,32397691,,
P1023,Project_1023,,IJM,2023-04-17,2024-01-23,2024-01-23,132839814,RM 140600889,0.0
