Project_ID,Project_Name,Category,Contractor,Start_Date,Planned_End_Date,Actual_End_Date,Budget_MYR,Actual_Cost_MYR,Delay_Days
P0601,Project_601,Commercial,Sunway,03/07/2022,31/12/2022,31/12/2022,81163607,95983605,
P0602,Project_602,,Sunway,18/10/2023,19/10/2024,11/03/2025,115603817,,143
P0603,Project_603,Residential,IJM,05/01/2024,28/08/2025,28/08/2025,85852696,77404749,0
P0604,Project_604,Residential,UEM,26/09/2023,29/12/2024,29/12/2024,RM63861488,71477767,
P0605,Project_605,Infrastructure,UEM,26/04/2022,24/12/2022,04/05/2023,RM52331565,68129825,131
P0606,Project_606,Commercial,Gamuda,22/03/2023,03/03/2024,03/03/2024,126640891,146795270abc,
P0607,Project_607,Commercial,SP Setia,12/05/2023,18/01/2025,18/01/2025,,RM 75486728,0
P0608,Project_608,Commercial,IJM,24/08/2022,14/03/2023,14/03/2023,,32714935,0
P0609,Project_609,Industrial,SP Setia,28/04/2023,17/03/2025,17/03/2025,122001637,149422784,0
P0610,Project_610,Infrastructure,Sunway,20/05/2022,29/11/2023,29/11/2023,77395574,,0
P0611,Project_611,,Sunway,24/04/2022,11/11/2023,17/03/2024,50956503,RM 58099090,127
P0612,Project_612,Industrial,WCT,15/08/2023,01/06/2025,01/06/2025,,123741278,0
P0613,Project_613,,Gamuda,15/01/2022,27/06/2023,27/06/2023,92857836,90800321abc,0
P0614,Project_614,Industrial,,04/03/2023,17/07/2023,06/08/2023,140349541,153380003,20
P0615,Project_615,Residential,Gamuda,04/09/2022,26/02/2023,26/02/2023,114150709,RM 108037847,0
P0616,Project_616,Commercial,SP Setia,07/05/2023,12/06/2024,02/08/2024,,13282138,51
P0617,Project_617,Infrastructure,,04/10/2023,21/04/2025,21/04/2025,23978009,27377196abc,0
P0618,Project_618,,SP Setia,10/02/2024,10/02/2025,10/02/2025,60605445,RM 56262196,
P0619,Project_619,,UEM,22/02/2022,13/09/2022,13/09/2022,129917210,133548383,0
P0620,Project_620,Commercial,SP Setia,22/05/2022,28/07/2023,28/07/2023,35482906,41092151abc,
P0621,Project_621,,IJM,28/12/2022,26/12/2023,12/05/2024,,85751624,138
P0622,Project_622,Commercial,,27/04/2023,20/01/2025,20/01/2025,126327023,,0
P0623,Project_623,Residential,Sunway,31/03/2022,19/09/2022,19/09/2022,RM82409452,76387921,0
P0624,Project_624,Industrial,SP Setia,24/05/2023,23/01/2024,23/01/2024,11090873,13745485abc,
P0625,Project_625,Industrial,SP Setia,07/03/2023,01/09/2024,01/09/2024,RM83253444,75570218,0
P0626,Project_626,Infrastructure,Sunway,03/11/2023,31/12/2024,31/12/2024,147315413,RM 155541462,
P0627,Project_627,Infrastructure,WCT,19/03/2024,10/03/2025,17/05/2025,104831766,135960637,68
P0628,Project_628,Commercial,UEM,12/04/2023,28/12/2023,28/12/2023,148697979,,0
P0629,Project_629,Infrastructure,SP Setia,30/04/2022,09/09/2022,09/09/2022,38949975,40094529,
P0630,Project_630,Industrial,Sunway,01/06/2022,15/09/2023,15/09/2023,,45850808,
P0631,Project_631,,Sunway,15/04/2023,05/06/2024,05/06/2024,RM141206574,161950945,0
P0632,Project_632,Infrastructure,Gamuda,29/03/2024,26/01/2026,26/01/2026,35149494,42708781,0
P0633,Project_633,Infrastructure,UEM,16/02/2023,28/12/2023,28/12/2023,29825214,33191076,0
P0634,Project_634,,Gamuda,24/01/2022,18/07/2022,12/12/2022,RM28455067,36531637,147
P0635,Project_635,Infrastructure,WCT,14/11/2023,15/02/2025,15/02/2025,RM119793867,RM 123446490,0
P0636,Project_636,Commercial,,02/04/2023,25/01/2025,25/01/2025,RM124244494,129893073,0
P0637,Project_637,Residential,,17/01/2024,14/06/2025,14/06/2025,RM28106381,28278698abc,
P0638,Project_638,Commercial,Sunway,01/04/2022,06/07/2022,06/07/2022,116270259,123449015abc,0
P0639,Project_639,Industrial,,02/05/2024,25/08/2025,25/08/2025,RM136690575,162550642abc,
P0640,Project_640,Residential,WCT,18/08/2022,13/12/2022,13/12/2022,,,0
P0641,Project_641,,,04/03/2023,02/12/2023,02/12/2023,RM12634999,12597422,0
P0642,Project_642,Commercial,Gamuda,03/08/2023,20/01/2025,06/04/2025,RM37100501,45468602,76
P0643,Project_643,Residential,WCT,30/05/2022,21/07/2023,21/07/2023,RM100934930,100474124,0
P0644,Project_644,,SP Setia,26/10/2022,19/07/2024,19/07/2024,142939987,160065695,0
P0645,Project_645,Commercial,WCT,12/06/2024,30/07/2025,30/07/2025,102313941,112853947,0
P0646,Project_646,,IJM,17/01/2023,25/08/2024,25/08/2024,48762803,46524308,0
P0647,Project_647,Commercial,,04/03/2023,15/09/2024,15/09/2024,RM40227363,RM 42956040,0
P0648,Project_648,Commercial,UEM,04/09/2023,21/05/2025,21/05/2025,86788058,102852608,0
P0649,Project_649,Residential,,11/11/2022,17/06/2023,17/06/2023,26100358,30460639,0
P0650,Project_650,Industrial,IJM,15/02/2024,30/07/2025,30/07/2025,33942008,38385902abc,0
P0651,Project_651,,UEM,17/09/2022,29/01/2023,29/01/2023,7757474,9105954abc,0
P0652,Project_652,Infrastructure,Sunway,09/07/2022,01/10/2023,01/10/2023,RM44072653,54193750abc,0
P0653,Project_653,,UEM,25/05/2024,17/01/2026,17/01/2026,140535539,131356739abc,0
P0654,Project_654,Infrastructure,Sunway,03/01/2024,15/10/2024,15/10/2024,,172139044,0
P0655,Project_655,Infrastructure,IJM,27/03/2023,12/10/2023,12/10/2023,106902140,115453012,0
P0656,Project_656,Residential,SP Setia,23/04/2023,11/11/2023,11/11/2023,138094598,158346974abc,0
P0657,Project_657,,,21/05/2023,15/12/2023,15/12/2023,127660444,128835228,0
P0658,Project_658,Residential,,25/10/2022,05/04/2024,05/04/2024,,136484004,0
P0659,Project_659,Commercial,IJM,25/03/2023,09/12/2024,09/12/2024,37002296,38490472abc,0
P0660,Project_660,Infrastructure,WCT,08/01/2023,28/10/2023,28/10/2023,,,0
P0661,Project_661,Residential,IJM,14/02/2024,27/06/2025,06/10/2025,,142671408,101
P0662,Project_662,Residential,Sunway,14/09/2022,27/04/2024,27/04/2024,,47642217,0
P0663,Project_663,Industrial,UEM,27/01/2023,05/01/2025,05/01/2025,,80551311,0
P0664,Project_664,Residential,,28/10/2022,18/06/2024,18/06/2024,75240237,89033168abc,
P0665,Project_665,Commercial,,02/05/2022,27/08/2023,27/08/2023,RM106022076,96755045,0
P0666,Project_666,Industrial,Sunway,18/03/2023,31/10/2023,28/01/2024,,166861603,89
P0667,Project_667,Infrastructure,SP Setia,03/06/2023,28/10/2023,28/10/2023,RM137792638,,0
P0668,Project_668,Infrastructure,,04/03/2022,30/06/2022,30/06/2022,39412904,,0
P0669,Project_669,Infrastructure,IJM,10/04/2022,20/09/2023,20/09/2023,115576510,130767193,0
P0670,Project_670,Industrial,,06/12/2023,11/05/2024,11/05/2024,,104079664,0
P0671,Project_671,,IJM,01/10/2022,19/01/2023,19/01/2023,RM10969050,11322342,
P0672,Project_672,Commercial,WCT,07/04/2024,18/11/2025,18/11/2025,RM95185578,,0
P0673,Project_673,Residential,WCT,08/01/2023,27/06/2024,27/08/2024,RM25218875,RM 29810938,61
P0674,Project_674,Infrastructure,IJM,11/08/2023,24/12/2024,24/12/2024,RM29684743,32723499abc,
P0675,Project_675,Industrial,SP Setia,04/08/2023,28/04/2025,06/09/2025,RM61301427,RM 62396407,131
P0676,Project_676,,Sunway,24/07/2022,20/12/2023,20/12/2023,143343374,167311070,0
P0677,Project_677,,Gamuda,14/08/2023,06/04/2025,09/06/2025,,91905682abc,64
P0678,Project_678,Industrial,SP Setia,19/06/2023,09/04/2024,21/07/2024,,RM 55083476,103
P0679,Project_679,,UEM,30/05/2024,01/11/2024,01/11/2024,RM115713085,115766962,0
P0680,Project_680,Industrial,,20/02/2023,20/01/2024,20/01/2024,,RM 66631675,0
P0681,Project_681,Residential,,09/03/2023,14/07/2023,14/07/2023,78205560,RM 77457828,0
P0682,Project_682,Residential,,12/03/2024,30/06/2024,30/06/2024,RM89263170,107429128,0
P0683,Project_683,Industrial,IJM,09/05/2024,28/12/2024,28/12/2024,RM139284441,150801195abc,0
P0684,Project_684,Industrial,UEM,01/09/2022,05/08/2024,05/08/2024,93392013,,0
P0685,Project_685,Industrial,SP Setia,28/05/2022,13/12/2022,13/12/2022,78698238,77833113abc,0
P0686,Project_686,Infrastructure,,18/12/2023,10/07/2024,10/07/2024,118757931,RM 117121606,
P0687,Project_687,Infrastructure,,03/01/2024,13/04/2025,13/04/2025,14344084,16234321,0
P0688,Project_688,Infrastructure,IJM,13/11/2022,17/02/2024,17/02/2024,RM68453281,70915193,
P0689,Project_689,Residential,WCT,22/04/2024,19/03/2025,19/03/2025,,,0
P0690,Project_690,Commercial,WCT,06/06/2024,25/11/2024,09/04/2025,115853459,142291812,135
P0691,Project_691,Industrial,Sunway,03/06/2023,07/11/2023,15/02/2024,92716209,91878850,100
P0692,Project_692,,,04/01/2022,19/05/2023,19/05/2023,89214055,83753251,0
P0693,Project_693,Commercial,IJM,22/03/2024,13/05/2025,15/09/2025,RM40838764,RM 50255734,125
P0694,Project_694,Residential,UEM,01/03/2023,09/06/2024,04/08/2024,106286073,139844397,56
P0695,Project_695,Commercial,IJM,02/04/2022,17/10/2023,17/10/2023,RM50300083,56150053abc,0
P0696,Project_696,Residential,UEM,12/01/2023,03/10/2023,03/10/2023,,9248651,0
P0697,Project_697,,UEM,01/01/2024,25/10/2024,25/10/2024,82299203,85074803,0
P0698,Project_698,Commercial,,23/04/2024,07/05/2025,04/07/2025,RM53417669,RM 53260796,58
P0699,Project_699,Commercial,,12/09/2022,24/12/2023,31/05/2024,,RM 27734755,159
P0700,Project_700,Industrial,SP Setia,27/12/2023,02/06/2025,02/06/2025,24610718,RM 22655724,0
P0701,Project_701,Commercial,Gamuda,13/09/2023,15/08/2025,15/08/2025,RM73090501,75526474,0
P0702,Project_702,Residential,SP Setia,18/08/2023,17/05/2024,17/05/2024,140223480,142847321,0
P0703,Project_703,Infrastructure,SP Setia,29/12/2023,22/09/2025,22/09/2025,,68569730,0
P0704,Project_704,Industrial,Sunway,17/03/2023,30/03/2024,30/03/2024,RM75801982,79783206,
P0705,Project_705,Commercial,,24/07/2023,14/01/2025,14/01/2025,RM44895095,43283336,0
P0706,Project_706,Industrial,IJM,23/03/2023,17/10/2023,17/10/2023,,141820217,0
P0707,Project_707,,UEM,16/05/2024,12/01/2025,12/01/2025,RM30119621,30102776,0
P0708,Project_708,Infrastructure,Gamuda,21/08/2023,23/11/2023,23/11/2023,53471081,49561939,
P0709,Project_709,Industrial,,19/10/2022,21/05/2023,21/05/2023,,31927194,0
P0710,Project_710,,Sunway,06/10/2023,05/10/2024,05/10/2024,RM93429865,105544024,0
P0711,Project_711,Residential,,05/08/2022,22/12/2022,22/12/2022,,106460871abc,0
P0712,Project_712,Infrastructure,Sunway,19/09/2022,18/06/2023,28/08/2023,,28760227,71
P0713,Project_713,Infrastructure,UEM,04/05/2022,03/06/2023,16/10/2023,88242185,RM 118072340,135
P0714,Project_714,,Sunway,17/05/2023,13/11/2024,02/03/2025,RM77069390,89977592,109
P0715,Project_715,Industrial,IJM,21/03/2023,28/08/2024,28/08/2024,142799048,151685962,0
P0716,Project_716,Commercial,,25/10/2022,16/05/2024,16/05/2024,RM133207824,,0
P0717,Project_717,Industrial,IJM,30/10/2022,01/09/2024,01/09/2024,,27579775abc,
P0718,Project_718,Industrial,Sunway,21/04/2023,21/02/2025,21/02/2025,73413515,85822334,0
P0719,Project_719,Industrial,WCT,16/03/2024,17/12/2024,17/12/2024,,RM 31366996,0
P0720,Project_720,Industrial,Gamuda,16/12/2022,23/09/2023,23/09/2023,25997162,,0
P0721,Project_721,Infrastructure,SP Setia,06/01/2022,15/05/2023,15/05/2023,,54219863,0
P0722,Project_722,Residential,UEM,09/12/2023,16/04/2025,16/04/2025,38578455,37296906,0
P0723,Project_723,Residential,WCT,08/05/2023,01/01/2024,01/01/2024,121981077,146421971abc,0
P0724,Project_724,Industrial,,28/02/2024,14/09/2025,31/10/2025,,114915182,47
P0725,Project_725,Infrastructure,Gamuda,21/01/2022,25/07/2023,25/07/2023,59046370,70283352,0
P0726,Project_726,Commercial,Gamuda,16/04/2022,30/09/2023,24/01/2024,,89619915abc,116
P0727,Project_727,Industrial,IJM,25/06/2023,12/10/2023,12/10/2023,,,
P0728,Project_728,Industrial,UEM,22/05/2023,09/08/2024,11/12/2024,RM10585317,12967152,124
P0729,Project_729,Industrial,SP Setia,04/06/2023,13/04/2024,13/04/2024,,,0
P0730,Project_730,Commercial,Sunway,26/03/2024,20/10/2025,20/10/2025,,,
P0731,Project_731,Commercial,UEM,24/07/2022,31/03/2023,12/09/2023,RM32086137,48330911,165
P0732,Project_732,Residential,SP Setia,25/07/2023,10/12/2023,10/12/2023,75010116,71673059abc,0
P0733,Project_733,Residential,WCT,17/03/2023,09/10/2023,09/10/2023,RM37396947,RM 40023254,0
P0734,Project_734,Residential,IJM,04/06/2022,11/02/2024,11/02/2024,18535063,19521857,0
P0735,Project_735,Commercial,WCT,23/04/2024,17/02/2026,17/02/2026,RM33296072,31342284,
P0736,Project_736,Commercial,,27/12/2023,21/06/2025,07/11/2025,31654095,34712258,139
P0737,Project_737,Industrial,SP Setia,02/03/2023,06/06/2023,17/08/2023,RM96622409,RM 97204800,72
P0738,Project_738,Industrial,,07/10/2023,12/09/2024,12/09/2024,,112093750,
P0739,Project_739,Residential,SP Setia,22/05/2024,30/01/2026,30/01/2026,123803813,111854522abc,0
P0740,Project_740,,Gamuda,19/11/2022,03/04/2024,25/05/2024,21500279,,52
P0741,Project_741,Infrastructure,Gamuda,09/10/2023,22/06/2025,15/09/2025,RM112911808,RM 145664166,85
P0742,Project_742,Infrastructure,,26/04/2024,07/05/2025,07/05/2025,,46917982,
P0743,Project_743,,WCT,05/03/2024,22/12/2024,22/12/2024,14924105,,0
P0744,Project_744,Residential,WCT,07/08/2022,08/02/2023,08/02/2023,88819619,103471855,
P0745,Project_745,Residential,Gamuda,05/09/2022,11/10/2023,11/10/2023,RM34646522,RM 41387148,
P0746,Project_746,Infrastructure,WCT,14/02/2024,18/09/2024,18/09/2024,6399461,,0
P0747,Project_747,Infrastructure,,19/10/2022,25/08/2024,09/10/2024,144496953,143192222abc,45
P0748,Project_748,Commercial,,11/04/2022,07/12/2022,04/04/2023,,29650075,118
P0749,Project_749,Industrial,,21/03/2022,02/07/2023,23/11/2023,,207495080abc,144
P0750,Project_750,,IJM,07/12/2023,20/07/2025,20/07/2025,43747633,46795423,0
P0751,Project_751,,,13/12/2023,15/10/2024,18/02/2025,13752978,RM 19686509,126
P0752,Project_752,Infrastructure,WCT,23/04/2022,22/11/2022,22/11/2022,RM82736378,RM 78902091,
P0753,Project_753,Commercial,Sunway,29/10/2022,07/06/2024,07/06/2024,RM43155363,RM 45210202,0
P0754,Project_754,,,18/04/2024,29/11/2025,29/11/2025,RM98589738,90272595,0
P0755,Project_755,Industrial,Sunway,12/12/2022,01/04/2024,01/04/2024,,43767396,
P0756,Project_756,Industrial,WCT,06/06/2024,03/08/2025,03/08/2025,114958767,RM 139684736,
P0757,Project_757,Commercial,Gamuda,24/10/2023,21/04/2024,21/04/2024,87905774,82923588abc,0
P0758,Project_758,Residential,WCT,07/08/2023,22/04/2025,19/06/2025,139926075,143312464abc,58
P0759,Project_759,,Gamuda,16/03/2024,10/01/2025,10/01/2025,,RM 135024163,
P0760,Project_760,Infrastructure,IJM,19/05/2023,09/09/2023,15/12/2023,,RM 69437796,97
P0761,Project_761,Infrastructure,,28/04/2022,05/11/2022,05/11/2022,81598521,80737173,0
P0762,Project_762,Residential,SP Setia,26/11/2023,15/08/2024,15/08/2024,,RM 106135660,
P0763,Project_763,Commercial,UEM,26/05/2022,20/10/2023,20/10/2023,105801045,128529810,0
P0764,Project_764,Residential,,20/05/2023,19/01/2025,07/06/2025,,39545556abc,139
P0765,Project_765,Commercial,Sunway,30/01/2022,21/06/2023,21/06/2023,9999029,,0
P0766,Project_766,,Sunway,08/11/2022,09/09/2024,01/01/2025,RM27523977,34427588,114
P0767,Project_767,Commercial,Gamuda,11/03/2024,15/02/2025,12/07/2025,RM126263570,156831290abc,147
P0768,Project_768,,WCT,03/03/2022,07/10/2023,07/10/2023,72347491,RM 74738845,
P0769,Project_769,,WCT,16/02/2022,29/10/2022,29/10/2022,23773093,24684950,
P0770,Project_770,Infrastructure,,18/06/2024,02/12/2025,02/12/2025,RM140511652,,
P0771,Project_771,Commercial,Gamuda,07/10/2022,13/09/2023,13/09/2023,96705552,RM 119493967,0
P0772,Project_772,Industrial,IJM,16/09/2023,15/04/2025,15/04/2025,,,0
P0773,Project_773,Industrial,Sunway,17/03/2024,02/09/2024,02/09/2024,RM124501229,127433003,0
P0774,Project_774,Infrastructure,SP Setia,09/05/2024,15/08/2024,25/09/2024,104450138,117294077,41
P0775,Project_775,Infrastructure,,16/07/2022,14/01/2023,14/01/2023,64363878,RM 69051694,0
P0776,Project_776,,,22/12/2023,01/12/2025,01/12/2025,RM57636647,64752043,0
P0777,Project_777,Infrastructure,UEM,24/06/2022,09/04/2024,09/04/2024,52118165,49245736,
P0778,Project_778,Industrial,Gamuda,20/06/2023,24/06/2024,24/06/2024,148060398,168527989,0
P0779,Project_779,,Gamuda,24/05/2024,18/07/2025,15/11/2025,RM78560871,89448894,120
P0780,Project_780,Infrastructure,IJM,09/01/2024,23/11/2024,23/11/2024,117759552,119017776,0
P0781,Project_781,Residential,IJM,09/08/2023,02/12/2023,07/02/2024,RM24982433,RM 26687184,67
P0782,Project_782,Infrastructure,Gamuda,29/01/2022,02/09/2023,02/09/2023,94738652,93460035,0
P0783,Project_783,,IJM,21/04/2024,26/06/2025,26/06/2025,,27443030,0
P0784,Project_784,Industrial,Gamuda,29/03/2022,28/08/2022,15/09/2022,89095307,104543635,18
P0785,Project_785,Industrial,,05/11/2022,20/10/2024,08/04/2025,RM22660438,22301467,170
P0786,Project_786,Infrastructure,Gamuda,09/04/2022,01/09/2023,01/09/2023,7847173,8337410,
P0787,Project_787,,UEM,10/04/2023,19/12/2024,19/12/2024,56668810,,
P0788,Project_788,Commercial,UEM,10/08/2023,16/03/2024,16/03/2024,,78850564abc,
P0789,Project_789,Infrastructure,Sunway,21/05/2022,03/10/2022,03/10/2022,RM88662435,,0
P0790,Project_790,Residential,UEM,31/05/2022,22/12/2023,22/12/2023,97046603,120298471abc,
P0791,Project_791,Infrastructure,UEM,04/06/2023,27/03/2025,19/04/2025,97292432,95562191,23
P0792,Project_792,Industrial,SP Setia,15/11/2023,14/06/2025,14/06/2025,RM93891174,RM 103105082,
P0793,Project_793,Industrial,UEM,16/06/2022,30/12/2022,30/12/2022,138125377,124491570,0
P0794,Project_794,Residential,IJM,02/09/2022,06/04/2024,09/07/2024,RM60114190,77009273,94
P0795,Project_795,Residential,Gamuda,02/01/2023,02/05/2023,02/05/2023,RM43225739,41844296abc,0
P0796,Project_796,Commercial,UEM,23/07/2022,11/05/2023,11/05/2023,63772611,RM 73440081,0
P0797,Project_797,Infrastructure,UEM,23/01/2022,20/10/2022,20/10/2022,10635469,,0
P0798,Project_798,Residential,IJM,09/11/2022,19/05/2024,19/05/2024,,129028695abc,0
P0799,Project_799,Commercial,Gamuda,28/05/2022,06/01/2023,06/01/2023,,152541645abc,0
P0800,Project_800,Infrastructure,Sunway,21/02/2024,10/02/2026,10/02/2026,148738689,141598997,0
P0801,Project_801,Commercial,,21/05/2024,21/01/2026,29/06/2026,61166782,,159
P0802,Project_802,Industrial,,09/02/2024,12/10/2025,25/01/2026,,RM 160073023,105
P0803,Project_803,Industrial,UEM,02/10/2022,17/08/2024,17/08/2024,14825943,17986976,
P0804,Project_804,Commercial,IJM,10/11/2022,18/04/2024,18/04/2024,47200558,48660828abc,
P0805,Project_805,Industrial,,30/10/2022,27/04/2024,27/04/2024,RM66787823,70984675abc,0
P0806,Project_806,Commercial,WCT,24/04/2023,07/10/2024,07/10/2024,,143245597,0
P0807,Project_807,Infrastructure,UEM,23/10/2023,07/04/2024,07/04/2024,84059025,,0
P0808,Project_808,Infrastructure,WCT,11/04/2022,08/11/2022,08/11/2022,RM15276081,,0
P0809,Project_809,Residential,WCT,03/02/2024,08/02/2025,08/02/2025,RM42007887,,
P0810,Project_810,Commercial,UEM,16/10/2022,03/01/2024,25/04/2024,,9762367,113
P0811,Project_811,Infrastructure,IJM,11/01/2024,10/11/2024,10/11/2024,,156867719,0
P0812,Project_812,Commercial,Sunway,17/11/2022,26/08/2023,23/12/2023,RM61259978,81066180,119
P0813,Project_813,Infrastructure,Gamuda,09/11/2022,16/02/2023,16/02/2023,RM96220338,100935305,0
P0814,Project_814,Industrial,UEM,05/08/2023,05/12/2023,05/12/2023,,110480121abc,0
P0815,Project_815,Residential,Sunway,05/02/2023,10/07/2023,03/12/2023,RM55556779,64006247,146
P0816,Project_816,Commercial,UEM,17/04/2022,02/02/2024,02/02/2024,RM136161141,132028590,0
P0817,Project_817,Industrial,Sunway,26/10/2022,13/07/2024,09/08/2024,,RM 18847426,27
P0818,Project_818,Commercial,WCT,24/04/2022,02/12/2022,28/04/2023,133379562,164448089,147
P0819,Project_819,Infrastructure,UEM,19/03/2023,15/10/2024,15/10/2024,,,
P0820,Project_820,Industrial,,08/01/2022,01/09/2022,01/09/2022,,RM 110643170,0
P0821,Project_821,,Sunway,13/08/2023,21/12/2023,21/12/2023,,RM 152339494,0
P0822,Project_822,Industrial,Gamuda,02/03/2023,10/02/2024,10/02/2024,120984683,147455113,
P0823,Project_823,Industrial,,03/09/2022,12/05/2023,12/05/2023,83353514,,
P0824,Project_824,Industrial,Sunway,20/02/2024,07/12/2025,07/12/2025,,RM 27499457,0
P0825,Project_825,Industrial,SP Setia,16/09/2022,15/07/2023,15/07/2023,,,0
P0826,Project_826,Industrial,,03/02/2024,15/06/2025,13/08/2025,RM15140058,14476190,59
P0827,Project_827,Commercial,Sunway,18/04/2023,24/09/2023,24/09/2023,RM70040194,73766561,
P0828,Project_828,Residential,Gamuda,08/05/2024,24/08/2024,24/08/2024,52576589,57157526,0
P0829,Project_829,Industrial,Gamuda,25/11/2023,28/11/2024,16/01/2025,101123244,,49
P0830,Project_830,Residential,,06/05/2024,21/01/2026,21/01/2026,109855824,115941324abc,0
P0831,Project_831,Infrastructure,UEM,25/02/2024,17/12/2024,17/12/2024,69032681,62516924,0
P0832,Project_832,Infrastructure,SP Setia,28/11/2023,30/04/2024,30/04/2024,50065718,45830377abc,0
P0833,Project_833,Infrastructure,SP Setia,30/07/2023,09/05/2024,09/05/2024,111049163,104639559,0
P0834,Project_834,,SP Setia,27/06/2022,10/10/2022,10/10/2022,RM8216226,8713895,0
P0835,Project_835,Infrastructure,IJM,14/02/2022,22/07/2022,25/09/2022,85942482,100333675,65
P0836,Project_836,Industrial,IJM,07/09/2023,02/11/2024,22/04/2025,RM40683510,,171
P0837,Project_837,Commercial,Gamuda,10/12/2022,28/03/2023,28/03/2023,125503780,141092251,
P0838,Project_838,Infrastructure,,24/09/2023,28/04/2024,28/04/2024,120024020,134057009,0
P0839,Project_839,Infrastructure,Sunway,31/10/2022,23/08/2023,10/10/2023,,,48
P0840,Project_840,Commercial,SP Setia,12/10/2022,01/12/2023,01/12/2023,144820742,RM 151368477,0
P0841,Project_841,,,17/12/2022,20/11/2023,20/11/2023,19515372,22106078,
P0842,Project_842,Commercial,UEM,18/06/2023,10/08/2024,05/10/2024,6622065,7243461,56
P0843,Project_843,Infrastructure,Sunway,09/05/2022,08/11/2022,08/11/2022,,,
P0844,Project_844,Commercial,WCT,09/01/2024,27/10/2024,07/01/2025,,56867261abc,72
P0845,Project_845,Commercial,,02/06/2024,05/01/2026,05/01/2026,,119148619,0
P0846,Project_846,Infrastructure,,21/01/2022,16/05/2023,16/05/2023,85592793,,0
P0847,Project_847,Industrial,UEM,20/04/2023,27/05/2024,27/05/2024,105702725,RM 112921747,0
P0848,Project_848,Industrial,SP Setia,08/06/2022,19/03/2023,19/03/2023,,143725791,0
P0849,Project_849,,Sunway,29/01/2023,11/09/2024,11/09/2024,,22037444,
P0850,Project_850,Industrial,,18/07/2022,05/01/2024,05/01/2024,141796952,RM 159130624,0
P0851,Project_851,Commercial,WCT,24/01/2024,31/12/2024,13/03/2025,14263055,,72
P0852,Project_852,Residential,IJM,12/09/2023,21/03/2025,21/03/2025,71414904,88063316,0
P0853,Project_853,Industrial,WCT,22/10/2023,16/02/2025,16/02/2025,26568337,25667355,
P0854,Project_854,Residential,SP Setia,10/12/2023,12/01/2025,12/01/2025,107754034,,
P0855,Project_855,Residential,IJM,13/04/2024,05/12/2024,05/12/2024,,100897677,0
P0856,Project_856,Commercial,UEM,13/03/2022,12/08/2023,03/01/2024,82400748,RM 93636988,144
P0857,Project_857,Commercial,UEM,14/05/2023,14/02/2024,14/02/2024,125973333,122748501,0
P0858,Project_858,Industrial,IJM,23/09/2022,13/02/2024,13/02/2024,34311929,RM 32875773,
P0859,Project_859,Residential,WCT,11/10/2022,15/03/2023,15/03/2023,68023310,77239217,0
P0860,Project_860,,WCT,09/02/2024,16/05/2024,16/05/2024,,17581195,
P0861,Project_861,Commercial,SP Setia,13/05/2023,07/12/2024,07/12/2024,RM120280579,RM 136957601,
P0862,Project_862,Industrial,,13/11/2023,25/03/2025,25/03/2025,20365658,24552370,
P0863,Project_863,Infrastructure,,13/01/2024,01/09/2024,01/09/2024,37989251,,
P0864,Project_864,Infrastructure,Gamuda,26/09/2023,24/04/2025,12/09/2025,55448400,RM 64730395,141
P0865,Project_865,Industrial,,06/04/2024,03/06/2025,03/06/2025,RM135066681,150519298,0
P0866,Project_866,Commercial,,06/11/2023,16/05/2024,16/05/2024,57365570,69093992abc,0
P0867,Project_867,,UEM,26/03/2024,21/09/2024,21/09/2024,,137629757,
P0868,Project_868,Industrial,WCT,07/09/2022,10/07/2023,10/07/2023,RM33311801,38325820,0
P0869,Project_869,Residential,SP Setia,14/08/2022,02/08/2023,29/01/2024,,,180
P0870,Project_870,,,11/06/2024,26/04/2025,26/04/2025,,,
P0871,Project_871,Residential,SP Setia,07/04/2024,01/03/2025,01/03/2025,36055288,RM 33855334,0
P0872,Project_872,Industrial,SP Setia,11/05/2022,25/06/2023,25/06/2023,,6031166,
P0873,Project_873,Commercial,WCT,29/02/2024,06/06/2025,06/06/2025,RM64630671,58375455,
P0874,Project_874,,SP Setia,07/05/2024,17/03/2025,01/08/2025,44574193,,137
P0875,Project_875,Residential,SP Setia,13/11/2022,09/07/2024,09/07/2024,,RM 130119609,0
P0876,Project_876,Residential,,06/06/2022,07/04/2023,07/04/2023,53055376,RM 61257122,0
P0877,Project_877,Commercial,,12/12/2022,17/05/2024,17/05/2024,RM110055629,RM 119382354,0
P0878,Project_878,,Sunway,10/04/2022,20/11/2022,20/11/2022,19528613,22425792,
P0879,Project_879,Infrastructure,IJM,29/03/2023,02/11/2024,02/11/2024,61308725,,0
P0880,Project_880,Residential,IJM,26/11/2023,24/07/2024,07/11/2024,50156994,54483653,106
P0881,Project_881,Commercial,,12/06/2023,21/08/2024,29/01/2025,44881005,55263571,161
P0882,Project_882,Industrial,,16/05/2023,18/06/2024,18/06/2024,105763057,,0
P0883,Project_883,Residential,,09/10/2022,06/04/2024,06/04/2024,37212358,,0
P0884,Project_884,,Sunway,08/10/2022,12/04/2023,12/04/2023,RM108068445,121642795,0
P0885,Project_885,Residential,IJM,12/04/2022,09/06/2023,09/06/2023,,62566669,
P0886,Project_886,Infrastructure,IJM,11/02/2024,09/12/2024,09/12/2024,,61164107,0
P0887,Project_887,Residential,WCT,10/02/2022,19/09/2022,19/09/2022,48274551,47785344,0
